gene,cd14,cd11b_rep1,cd11b_rep2,cd11b
JRK,0.113043946,-0.200750336,0.099335627,-0.050707354
HLA-DQB1,-0.049875136,-0.189811502,0.088259459,-0.050776022
P2RX5,0.227777981,-0.094288815,-0.007291526,-0.050790171
CSNK1G2,-0.15086863,-0.059507033,-0.042073745,-0.050790389
GDE1,-0.047990784,-0.110944271,0.009356246,-0.050794012
TEF,0.035364249,0.184195495,-0.285830161,-0.050817333
ARGFX,0.063219496,-0.070218194,-0.031448046,-0.05083312
UGT1A1,0.133141196,0.141348273,-0.243044253,-0.05084799
ZNF641,0.060255006,-0.105027263,0.003330801,-0.050848231
PITPNC1,0.085019817,-0.043876624,-0.057826609,-0.050851617
TBX21,-0.066904179,-0.28334795,0.181635905,-0.050856022
STAC3,-0.043087707,0.047957328,-0.14966967,-0.050856171
BTBD1,-0.218799061,-0.05132378,-0.050479689,-0.050901734
AMZ1,0.072288323,0.092311738,-0.194175488,-0.050931875
RTP4,-0.104178554,0.015384208,-0.117254688,-0.05093524
CD163L1,0.192116692,-0.170636931,0.068737443,-0.050949744
MPLKIP,-0.262297435,0.049009244,-0.150983669,-0.050987212
CORO2A,-0.042931834,-0.083745135,-0.01825167,-0.050998402
GRHL3,-0.064640212,-0.098943384,-0.003105753,-0.051024569
INHBB,0.083993696,-0.006951648,-0.095120019,-0.051035833
MLN,0.042491959,-0.021544372,-0.080531993,-0.051038183
LETMD1,0.174650698,-0.24805392,0.14595683,-0.051048545
IL23R,0.020244541,-0.0906757,-0.011426221,-0.051050961
TIMM23B,0.113577262,-0.0478602,-0.05427777,-0.051068985
LGI4,-0.117854092,0.030609373,-0.132805339,-0.051097983
CYB5R1,-0.158459646,-0.113612278,0.011383984,-0.051114147
ASB4,0.085163355,-0.198454607,0.096161624,-0.051146491
UBE2G2,0.144917193,-0.26174438,0.159366635,-0.051188873
PKD1L1,0.521460938,-0.015713121,-0.086714775,-0.051213948
RNF152,-0.149913498,0.001909278,-0.104407905,-0.051249313
SRRM3,-0.279832388,0.175702104,-0.278228327,-0.051263111
PGLS,-0.11305237,0.190075701,-0.292662987,-0.051293643
MAN1A2,0.092951838,-0.026105098,-0.076493241,-0.051299169
C7orf43,-0.022736169,-0.102384032,-0.000260345,-0.051322189
EPT1,-0.060026476,-0.176907523,0.074196517,-0.051355503
BNIP3,0.104189675,0.13424393,-0.236969331,-0.0513627
ERC2,-0.473051254,0.080835363,-0.183565967,-0.051365302
SELM,-0.010922204,-0.061685354,-0.041130582,-0.051407968
CCDC109B,-0.018467745,0.219013255,-0.321848285,-0.051417515
NBPF9,0.152287605,-0.047743557,-0.055126298,-0.051434927
NT5C,0.130895172,-0.137612481,0.034677993,-0.051467244
ZCRB1,0.024199034,-0.488328715,0.385390885,-0.051468915
FAM73A,-0.163619577,0.021557058,-0.124531714,-0.051487328
OR5F1,0.227389481,-0.436186437,0.333182813,-0.051501812
ACPL2,0.174592543,-0.089731456,-0.013357841,-0.051544648
STK16,-0.135375831,-0.176718472,0.073612511,-0.05155298
NFKBIE,0.264091881,-0.09930184,-0.003810329,-0.051556084
EXT2,0.288362376,-0.195311687,0.092198513,-0.051556587
TPO,-0.229598376,-0.035416506,-0.067712594,-0.05156455
TRIM49,-0.177555657,-0.014819489,-0.088334548,-0.051577019
TMLHE,-0.229674184,0.247674512,-0.350853843,-0.051589665
SERPINB6,-0.194511364,-0.210497793,0.107131504,-0.051683144
CRTAM,-0.154913823,0.396614586,-0.500032596,-0.051709005
DNLZ,0.404380335,-0.047838173,-0.055651534,-0.051744854
UCP3,-0.042938932,-0.049220681,-0.054313799,-0.05176724
ARMC12,0.208888176,0.020929741,-0.12487172,-0.05197099
ZSCAN22,0.033169088,-0.205783761,0.101830787,-0.051976487
RAET1E,0.326705589,-0.019145325,-0.084838708,-0.051992016
LRFN3,0.06663672,-0.146163691,0.042077402,-0.052043144
CXCR2,-0.152178268,0.025354495,-0.129481182,-0.052063344
LOC100505679,-0.345346498,-0.212364119,0.108230568,-0.052066776
CMTM7,0.200695005,0.082193889,-0.186421511,-0.052113811
SNX1,0.065729364,-0.170825394,0.066358981,-0.052233207
VCP,0.023886379,-0.726519559,0.622026943,-0.052246308
CEP250,-0.021603934,-0.23675161,0.132197557,-0.052277027
TAS2R39,-0.029807362,-0.062426016,-0.042206126,-0.052316071
RTN4IP1,-0.049761023,-0.113606875,0.008966642,-0.052320116
UQCRH,0.24144298,-0.322410252,0.217764671,-0.05232279
MAP1LC3B2,-0.183886524,-0.014974673,-0.089676407,-0.05232554
YAF2,0.034871924,0.003830766,-0.108495793,-0.052332513
C11orf86,-0.342639671,-0.015380837,-0.089333099,-0.052356968
ITSN1,-0.23855292,-0.112412729,0.007658421,-0.052377154
KLK13,-0.053104481,-0.076463914,-0.028351798,-0.052407856
BST1,0.32457462,-0.058243004,-0.046584989,-0.052413996
PPIF,0.130124089,-0.1104918,0.005657352,-0.052417224
TOR2A,0.161025756,-0.267254794,0.162387251,-0.052433772
MEGF11,0.280050962,0.019827189,-0.124696529,-0.05243467
ASNS,-0.208066058,-0.036498358,-0.06837714,-0.052437749
NPEPL1,0.040940627,0.233986293,-0.338957357,-0.052485532
LMO2,-0.354025293,0.256999281,-0.362025798,-0.052513258
PCGF1,0.134489681,-0.025807692,-0.079255655,-0.052531673
EAPP,0.043897491,0.219774995,-0.324842896,-0.05253395
FAM13C,-0.133641599,-0.037560495,-0.067541619,-0.052551057
GRPR,0.143205811,-0.037817918,-0.067298534,-0.052558226
RAB44,0.070891734,-0.226044519,0.120918031,-0.052563244
USH2A,-0.002697009,0.178282957,-0.283451282,-0.052584163
FNBP1L,-0.112794901,-0.009939473,-0.095242357,-0.052590915
SSBP2,-0.030068876,-0.221227184,0.116030496,-0.052598344
ANKDD1B,-0.173805377,0.039812289,-0.145027439,-0.052607575
OTUD1,0.101077636,0.020426483,-0.125660605,-0.052617061
PAPLN,-0.128619054,-0.007459003,-0.09778881,-0.052623906
PRSS50,-0.09815084,0.037526361,-0.142827088,-0.052650363
TCERG1L,0.19038919,0.036272418,-0.141635141,-0.052681362
DNAJC18,0.031845954,0.098490581,-0.203922804,-0.052716112
SNRNP70,0.129568688,0.174939775,-0.280419184,-0.052739705
CGGBP1,-0.116900657,-0.07484238,-0.030854494,-0.052848437
AKAP9,-0.156511345,-0.201057591,0.095258457,-0.052899567
NPPA,0.111827607,-0.050526895,-0.055372563,-0.052949729
ASF1A,-0.155747413,-0.141940652,0.035884085,-0.053028283
MARVELD1,0.082505169,-0.166105026,0.060011017,-0.053047004
SLC50A1,-0.21162386,0.039365974,-0.145636058,-0.053135042
ZNF679,-0.115265542,-0.138011031,0.031624689,-0.053193171
TMEM132E,0.064195609,-0.250624863,0.144137015,-0.053243924
CDON,0.116166553,-0.24477797,0.13827087,-0.05325355
ZNF676,-0.140571653,-0.10468904,-0.001844817,-0.053266928
GAGE12B,0.144797855,-0.109313786,0.002602001,-0.053355893
NPHP1,0.173339621,0.205505969,-0.312232976,-0.053363504
C1QL3,-0.074011109,-0.227949443,0.121182734,-0.053383355
MTF2,0.146299533,0.089394994,-0.196214165,-0.053409586
BAI1,-0.23964568,0.103737208,-0.210608091,-0.053435442
RBM12B,-0.029475418,0.015158257,-0.12206687,-0.053454306
HORMAD1,0.060061801,-0.098954955,-0.008004846,-0.053479901
CCDC58,0.315589603,-0.110110859,0.003110904,-0.053499977
CEACAM4,-0.092821346,-0.065482197,-0.041522787,-0.053502492
STK24,-0.148658012,-0.048274028,-0.05875678,-0.053515404
PATE1,0.201486459,-0.0235748,-0.083467443,-0.053521122
IGJ,-0.215104726,-0.134466065,0.027398431,-0.053533817
TMEM176A,-0.298612302,-0.098520351,-0.008594732,-0.053557542
CABP1,-0.181762556,-0.020772341,-0.086510244,-0.053641292
LDHB,-0.006494533,0.09766314,-0.204967048,-0.053651954
RPL27A,0.588418997,-0.328985285,0.221679198,-0.053653043
HIVEP3,0.021691075,-0.073478899,-0.033831048,-0.053654974
TAS2R13,0.373754033,0.227134795,-0.334455021,-0.053660113
GID8,-0.280523003,0.093141054,-0.200490952,-0.053674949
CRY2,0.199519404,-0.050920341,-0.056444004,-0.053682173
DUS2,0.074653399,-0.497866178,0.390370278,-0.05374795
ADCY2,0.115532019,-0.099412513,-0.008097696,-0.053755104
PHOX2B,0.074726417,-0.197072714,0.089556864,-0.053757925
GPR56,0.122191546,-0.05758474,-0.049944543,-0.053764641
TMEM179B,0.126624836,-0.283262329,0.175727565,-0.053767382
PTPLA,-0.032082987,0.178586563,-0.286205727,-0.053809582
BLNK,-0.002732264,-0.138442518,0.030814642,-0.053813938
PIK3CG,-0.031215562,0.04484753,-0.152488245,-0.053820357
RGMA,0.023518477,-0.210206429,0.102513995,-0.053846217
TNFRSF19,-0.190479216,-0.228649752,0.120903855,-0.053872948
CKMT2,-0.086020495,0.100937459,-0.208695483,-0.053879012
ATF6,0.245729804,-0.21133166,0.10356064,-0.05388551
ZNF169,0.084516601,0.273853802,-0.381646614,-0.053896406
CUTC,0.133010703,-0.074344688,-0.033457419,-0.053901054
ZNF438,0.076180744,-0.037868351,-0.069933957,-0.053901154
OR10G4,-0.057812812,-0.079151303,-0.028848225,-0.053999764
CASP4,-0.127552626,-0.095927754,-0.012101771,-0.054014762
TMEM167A,-0.024940246,0.012029675,-0.120126455,-0.05404839
TEX15,0.223443243,-0.219807148,0.111580598,-0.054113275
TMEM196,-0.017697658,-0.175197613,0.066929423,-0.054134095
FBN1,0.12023843,-0.071290122,-0.03698545,-0.054137786
NECAP1,-0.19175391,-0.009205445,-0.099115142,-0.054160294
PSMC3IP,-0.183300793,-0.266036669,0.157658818,-0.054188925
FOXA1,0.189797807,0.174087871,-0.282537115,-0.054224622
PTRH2,-0.044137296,-0.112890471,0.004386891,-0.05425179
GPR128,-0.250829586,-0.339299409,0.230771072,-0.054264169
GABRG2,0.228749136,-0.007128532,-0.101412644,-0.054270588
LOC100506422,-0.13330541,-0.083044283,-0.025505967,-0.054275125
SLFN12L,0.102723849,-0.098941593,-0.009622448,-0.05428202
TEN1,0.000597314,-0.253438684,0.144869921,-0.054284382
CDK3,0.000597314,-0.253438684,0.144869921,-0.054284382
TIGD7,0.271939745,-0.229096853,0.120522262,-0.054287295
TERF2,0.267566288,-0.287058071,0.178465324,-0.054296373
WDR83OS,-0.182085443,-0.125299761,0.016510664,-0.054394549
KRTAP4-5,-0.120715783,-0.105257445,-0.003606299,-0.054431872
CAMKMT,0.212113005,-0.30282804,0.193953774,-0.054437133
RBM14-RBM4,-0.003567187,-0.083494455,-0.025387035,-0.054440745
ATF2,0.016766016,0.174430687,-0.283315003,-0.054442158
SLC39A12,0.061711477,-0.030717157,-0.078174712,-0.054445934
SH3PXD2A,-0.167380066,0.04484753,-0.153754967,-0.054453718
DBNDD2,0.127925265,-0.087295889,-0.021725537,-0.054510713
STX6,-0.063901956,-0.24441992,0.135391397,-0.054514261
CSNK1G3,0.021445553,-0.077457829,-0.031623316,-0.054540573
SMAD1,0.042466016,-0.029065789,-0.080020784,-0.054543287
3-Sep,0.129760182,0.024291145,-0.133390013,-0.054549434
CTAG2,0.115308317,0.04140991,-0.150515148,-0.054552619
TRIM26,0.063312441,0.016904892,-0.126155169,-0.054625139
RS1,0.06460769,-0.27108981,0.161731473,-0.054679168
PBDC1,-0.074987421,-0.027158009,-0.082249451,-0.05470373
ZNF71,0.150687424,-0.122818448,0.013395013,-0.054711717
MRPL23,0.114008884,-0.022160462,-0.087275045,-0.054717753
OR5AC2,0.04478555,0.049650981,-0.159151077,-0.054750048
PCNXL4,0.188295506,0.002293035,-0.111810348,-0.054758657
CSAG1,-0.210064643,-0.060876182,-0.048645987,-0.054761084
CXCL14,-0.180534585,0.134327603,-0.243932527,-0.054802462
LRIG2,0.460215859,0.235456781,-0.345102011,-0.054822615
FSD1L,0.307533296,-0.410405494,0.300751947,-0.054826773
LRRC52,-0.460706169,-0.204588744,0.094893377,-0.054847684
PSEN1,0.17898957,-0.032135381,-0.077604731,-0.054870056
PGA4,-0.271363963,-0.128100727,0.0183213,-0.054889714
HPS4,-0.059521575,0.175292643,-0.285096681,-0.054902019
PTPN23,0.250531789,-0.150478116,0.040643311,-0.054917402
CHORDC1,-0.304732739,-0.098199749,-0.011685223,-0.054942486
DEFB110,-0.031231402,-0.080308375,-0.029587068,-0.054947721
HOGA1,-0.068264794,-0.076805513,-0.033114587,-0.05496005
PI4K2A,-0.068264794,-0.076805513,-0.033114587,-0.05496005
ZNF16,-0.191639782,0.027377761,-0.137356443,-0.054989341
ZNF404,0.247432355,-0.053487092,-0.056526222,-0.055006657
SPOCD1,0.047185182,-0.165127832,0.055087441,-0.055020196
BATF2,0.030846889,-0.003459519,-0.106594655,-0.055027087
ZNF729,0.259585221,0.131737591,-0.241796348,-0.055029379
KYNU,0.177944252,-0.087861562,-0.022234604,-0.055048083
INSC,-0.141285845,-0.018011336,-0.092136975,-0.055074155
CAST,-0.055066969,0.18297786,-0.293132237,-0.055077188
ZFYVE26,0.146768902,-0.382576898,0.272308552,-0.055134173
ERICH2,-0.062918645,-0.080615739,-0.029675397,-0.055145568
EYS,-0.050733327,-0.15831071,0.048015562,-0.055147574
CHRNA10,-0.020943394,-0.013556651,-0.096742664,-0.055149658
PVRL3,-0.112869224,0.286167547,-0.396476748,-0.055154601
RAP1B,-0.148746832,0.144120981,-0.254443699,-0.055161359
HEATR4,-0.154435996,-0.09170113,-0.018669005,-0.055185068
CEP85,-0.060711565,-0.203902299,0.093510526,-0.055195887
CHCHD6,-0.029303648,0.095171558,-0.205634682,-0.055231562
COL24A1,-0.103327608,-0.18746102,0.07688542,-0.0552878
C19orf60,0.127552076,-0.068727009,-0.041884344,-0.055305677
FAM124B,0.169433442,0.074752829,-0.185381564,-0.055314367
COX7A2,0.085728468,0.047389766,-0.158067788,-0.055339011
PTGER2,-0.115852211,-0.03248126,-0.078226514,-0.055353887
DYRK1A,-0.160357806,-0.054645298,-0.056120094,-0.055382696
VEGFC,-0.060318165,-0.062040546,-0.04872912,-0.055384833
PEX1,-0.292315552,-0.106965276,-0.003855079,-0.055410178
EPYC,0.061787101,-0.030378441,-0.080477568,-0.055428005
EVI5L,-0.025922778,0.07647431,-0.187380728,-0.055453209
UBP1,0.273315575,-0.116003117,0.005052266,-0.055475425
ZFYVE28,0.115162442,-0.104932611,-0.006025148,-0.055478879
NEK6,0.044333443,0.002030744,-0.113022316,-0.055495786
HNF1A,0.10355432,-0.328024196,0.216989942,-0.055517127
MPC1,0.148987356,-0.045791329,-0.065271312,-0.055531321
PRKX,-0.221107995,-0.290966856,0.179848331,-0.055559262
SLC14A2,-0.243472466,-0.067249811,-0.043893213,-0.055571512
GRIA4,-0.076447446,-0.122182637,0.011021577,-0.05558053
SCYL3,-0.080894407,0.155462831,-0.266745161,-0.055641165
FAM53A,0.07514832,0.05026831,-0.161603989,-0.055667839
MOGS,0.016485826,-0.064010488,-0.047351412,-0.05568095
KCP,0.190141041,0.002980066,-0.114348123,-0.055684028
C20orf112,0.043568877,-0.093450972,-0.01791748,-0.055684226
DRD4,-0.094579218,-0.025331891,-0.086041562,-0.055686727
PLXDC1,-0.029010953,-0.140740759,0.029355424,-0.055692668
GCNT3,-0.220019844,-0.122895451,0.011483831,-0.05570581
MIA2,0.289059523,0.132101692,-0.243550741,-0.055724525
OR51E2,0.16338874,0.105552617,-0.217013338,-0.055730361
SDCBP,-0.196152117,-0.245239148,0.133725836,-0.055756656
MYBPH,-0.201238653,-0.072237083,-0.039289203,-0.055763143
RILPL1,0.269952382,-0.079295344,-0.032258858,-0.055777101
CNBD2,-0.067181093,-0.056174358,-0.055563096,-0.055868727
C11orf21,-0.146273441,-0.048862427,-0.062902229,-0.055882328
GALNT14,0.311764085,0.019914802,-0.131693007,-0.055889103
ORM1,0.006022722,-0.020949403,-0.090878047,-0.055913725
CCZ1B,0.020130154,0.056513782,-0.168359954,-0.055923086
OR2W3,0.014832949,-0.175547528,0.063701355,-0.055923087
MYOM1,-0.107646534,-0.067068492,-0.04479308,-0.055930786
FAM72C,0.048907304,-0.119748708,0.007860129,-0.055944289
HRG,0.036596006,-0.104169687,-0.007826204,-0.055997945
ITGA5,0.436954338,-0.260076657,0.148046824,-0.056014917
CES5A,-0.191285915,-0.099156857,-0.01287343,-0.056015144
NDN,0.168586991,0.003426309,-0.115522307,-0.056047999
FGF22,-0.29463313,-0.01971648,-0.092408664,-0.056062572
ABCD4,-0.105427034,0.019900348,-0.132055267,-0.056077459
MRC1,0.16476226,-0.259550044,0.147341346,-0.056104349
PCYT1A,-0.025129082,-0.081202918,-0.031010933,-0.056106925
ANKMY2,-0.007723841,0.080402251,-0.192627398,-0.056112573
TMEM247,-0.133768729,0.295154264,-0.407400773,-0.056123255
ANKDD1A,-0.055074313,-0.069982015,-0.042289092,-0.056135553
NINJ2,-0.185767589,-0.169486425,0.056992344,-0.05624704
OR51L1,-0.065311335,0.12723895,-0.239766339,-0.056263694
NIPAL1,0.075262689,-0.167075636,0.054464239,-0.056305698
CAPN8,0.083448818,0.03201804,-0.14473481,-0.056358385
NT5DC2,0.252413132,-0.101604313,-0.01120079,-0.056402552
ENDOU,-0.008689961,-0.03380404,-0.079005234,-0.056404637
PPM1F,-0.105289384,-0.018595581,-0.094214334,-0.056404958
FLYWCH2,-0.37120544,-0.053934262,-0.058940053,-0.056437158
UBE4A,0.071490832,-0.066294723,-0.046680829,-0.056487776
NDUFA4L2,-0.213569471,-0.15131529,0.038302203,-0.056506543
FANCD2OS,-0.030508019,0.009230078,-0.122326786,-0.056548354
FBXO4,0.216313994,0.012984019,-0.126289198,-0.056652589
ANKRD18B,0.109936676,-0.164392335,0.051082501,-0.056654917
ATOH1,-0.051249291,0.229487977,-0.342815646,-0.056663834
CHCHD4,-0.02166914,0.288354113,-0.401716507,-0.056681197
PRSS23,-0.293678945,-0.002833434,-0.110533526,-0.05668348
RNF125,-0.494464722,-0.119579098,0.006120628,-0.056729235
ZNF680,0.000496013,-0.186931276,0.07343247,-0.056749403
STOML1,-0.085287864,-0.077885358,-0.035618691,-0.056752024
CELF5,-0.193515792,0.062214865,-0.175720137,-0.056752636
CD101,-0.101510058,0.051870537,-0.165412313,-0.056770888
POLR1D,-0.25787631,-0.049835775,-0.063729271,-0.056782523
SYNE3,0.233096696,-0.131378795,0.017773354,-0.05680272
KLHL40,0.289374269,-0.126946989,0.013341229,-0.05680288
CALML5,-0.230675907,0.136541692,-0.250161364,-0.056809836
ACAP3,-0.091681789,0.261519425,-0.375189184,-0.056834879
PLAC8L1,0.022598641,0.469883098,-0.583568287,-0.056842595
SIGLEC14,0.003814983,-0.073624898,-0.040131907,-0.056878403
PAPPA,0.320392546,-0.134015309,0.020237191,-0.056889059
HOXB6,0.006781272,-0.050351146,-0.063454858,-0.056903002
THTPA,-0.032006797,0.031684326,-0.145518514,-0.056917094
GAL,-0.14408121,-0.211929202,0.098064746,-0.056932228
DNAJC11,0.042852409,0.10840614,-0.222435726,-0.057014793
MUC15,0.105370859,-0.164844528,0.050788749,-0.05702789
CTSK,0.163626969,-0.04615927,-0.067980874,-0.057070072
HPCAL1,0.092953511,0.090735183,-0.204882014,-0.057073416
MPZ,0.036727771,-0.028653676,-0.0855824,-0.057118038
THAP1,-0.218752906,0.023096754,-0.137372854,-0.05713805
TMEM178A,0.037081369,-0.052884088,-0.06144129,-0.057162689
SLC35G1,-0.272782289,-0.158856509,0.04451155,-0.057172479
NIN,-0.028983161,-0.2474217,0.133016826,-0.057202437
ZNF24,0.179483272,-0.355948566,0.241535855,-0.057206356
RAB11FIP1,0.230011655,-0.016809776,-0.097671685,-0.05724073
KCTD6,-0.219485574,0.077237372,-0.191746971,-0.057254799
MPP7,-0.149211725,-0.157913215,0.043402638,-0.057255289
DUSP2,0.193221108,-0.061516115,-0.053013537,-0.057264826
CNNM2,0.115973705,-0.292208129,0.177671654,-0.057268238
LY6G5C,-0.288390147,-0.154975151,0.040385099,-0.057295026
MAGEB16,-0.173434515,-0.188856697,0.074229827,-0.057313435
LGI2,0.055877608,-0.08460122,-0.030086786,-0.057344003
KLHL11,-0.021235451,-0.243102991,0.128406134,-0.057348428
NEUROD6,-0.119638711,-0.001511463,-0.113304794,-0.057408129
EVX1,0.19659504,-0.138731224,0.023903896,-0.057413664
XIRP1,0.153051905,0.000330001,-0.11517424,-0.057422119
TNFRSF1A,-0.053061251,0.164692,-0.279545882,-0.057426941
GRXCR2,0.054059412,0.075675887,-0.190546268,-0.05743519
TMEM101,0.114251927,-0.072129244,-0.042813715,-0.05747148
HKDC1,0.363346055,-0.157342725,0.042346718,-0.057498004
ZNF705G,0.157030666,-0.109074973,-0.005983064,-0.057529019
PAH,0.176837889,-0.238376678,0.123295468,-0.057540605
TBC1D15,0.250479405,-0.034069583,-0.081118521,-0.057594052
CNTD2,0.111958799,0.184872922,-0.3002277,-0.057677389
GALNT12,-0.037883924,-0.091369022,-0.023999429,-0.057684225
AP3M2,-0.130325536,0.109426193,-0.224951165,-0.057762486
C2orf27A,0.123210999,-0.06796402,-0.047587398,-0.057775709
PDC,0.111030685,0.122690716,-0.238249309,-0.057779296
FAM129C,0.30450088,-0.223368314,0.10780637,-0.057780972
ZNF225,-0.19762839,0.082862882,-0.198617229,-0.057877173
LIPK,0.082830062,-0.111441648,-0.004336564,-0.057889106
NEIL1,-0.082578746,0.101589467,-0.217480044,-0.057945289
STAMBPL1,-0.016106839,0.114581518,-0.230505429,-0.057961955
NR1H3,0.12813302,-0.103056194,-0.012924753,-0.057990473
C3orf20,-0.185420704,0.092195401,-0.20818152,-0.057993059
ZDHHC14,-0.453104779,-0.06384834,-0.052143361,-0.05799585
TSACC,0.074401521,0.069609474,-0.185637318,-0.058013922
PGAM5,-0.042304576,-0.114733679,-0.001356215,-0.058044947
PODXL2,0.179467631,-0.106786592,-0.009357013,-0.058071802
WNT1,0.127685709,-0.148270786,0.032095163,-0.058087812
ADH5,0.372640942,0.040648655,-0.156828018,-0.058089682
UNC5A,-0.088891403,0.009108968,-0.125298705,-0.058094869
DEFB107A,-0.000258682,-0.055143725,-0.06106477,-0.058104248
DEFB107B,0.037582089,-0.055143725,-0.06106477,-0.058104248
CCDC144NL,0.186534998,-0.034640133,-0.081578907,-0.05810952
OTOS,-0.165581989,0.05184787,-0.168083511,-0.05811782
GH2,0.068544112,0.080811635,-0.197058833,-0.058123599
KCNMB3,-0.115136675,-0.278495041,0.162238108,-0.058128466
DOCK7,0.081047973,-0.22530619,0.109035528,-0.058135331
FXYD2,-0.230508594,-0.100499581,-0.015790278,-0.05814493
KRT36,-0.263109818,-0.184413955,0.068103204,-0.058155375
TRIQK,-0.307363302,0.007342854,-0.123679618,-0.058168382
GNG2,0.108307878,-0.365624518,0.249205201,-0.058209659
PSMD8,-0.283675857,0.083506206,-0.199954112,-0.058223953
CGB,0.134537564,-0.107104772,-0.009433923,-0.058269347
CGB1,0.134537564,-0.107104772,-0.009433923,-0.058269347
TMEM156,-0.221534789,-0.069824517,-0.046732615,-0.058278566
ZNF696,0.110750311,0.047346013,-0.16392872,-0.058291353
SS18L1,-0.079098958,-0.218895672,0.10229687,-0.058299401
C1orf68,0.065115402,-0.076415758,-0.040212743,-0.058314251
HIST1H2AK,0.115460655,-0.045344127,-0.071343872,-0.058343999
OLFML1,0.360080889,-0.160075609,0.043370105,-0.058352752
FAM120B,-0.020219095,0.190931065,-0.307639187,-0.058354061
GOLGA3,-0.009008929,-0.124400796,0.007543752,-0.058428522
PTGS2,-0.008192669,-0.004053535,-0.11292242,-0.058487978
LGALS2,-0.299844206,-0.109442239,-0.007598166,-0.058520202
SH3GL2,-0.153099539,-0.181182278,0.064093952,-0.058544163
INHBE,-0.169433918,-0.030289468,-0.086845172,-0.05856732
ARF3,-0.032501753,-0.035611277,-0.081538502,-0.05857489
MRPL16,0.150773597,-0.229635536,0.112455412,-0.058590062
SLC22A13,-0.030068876,-0.410090964,0.292781175,-0.058654894
TTLL8,-0.135464296,0.057346908,-0.174666319,-0.058659706
SHMT1,0.361551184,-0.303919405,0.186577009,-0.058671198
PLD4,0.202526262,-0.200545,0.083200803,-0.058672099
LMBR1L,-0.192886358,0.077952922,-0.19530052,-0.058673799
DCAF15,-0.099176947,-0.066618577,-0.050768316,-0.058693447
SPDYE2,0.007210628,-0.10237011,-0.015021248,-0.058695679
CHCHD1,-0.070424775,-0.343302226,0.225905481,-0.058698372
GAB2,0.107451851,-0.018447162,-0.098991392,-0.058719277
CCNB1IP1,-0.178434054,-0.233982974,0.1164681,-0.058757437
FAM209B,0.100094783,-0.035558433,-0.081963488,-0.05876096
IL2RG,-0.066457394,-0.179433835,0.061859083,-0.058787376
KIAA0586,0.340183932,-0.278101094,0.160397489,-0.058851802
KRT28,-0.108310245,0.044998759,-0.162852644,-0.058926942
ACSL5,-0.066842819,-0.087161545,-0.030859174,-0.05901036
FOXN1,-0.091383152,-0.088747006,-0.029317982,-0.059032494
ATG7,-0.294999893,-0.139450933,0.021365459,-0.059042737
FAM43B,0.019052505,-0.133586286,0.015450925,-0.059067681
ZNF550,0.09172428,-0.069049471,-0.049113158,-0.059081315
NR2F1,-0.052001876,-0.138061269,0.019849835,-0.059105717
CAPN9,-0.363178695,0.114435237,-0.232650548,-0.059107656
C22orf43,-0.148378799,-0.043850641,-0.074370087,-0.059110364
LIM2,0.115794067,-0.214245892,0.095980736,-0.059132578
EPHA2,-0.04487517,-0.021409318,-0.096995436,-0.059202377
OBP2B,-0.154214352,-0.124371729,0.005945312,-0.059213208
DCLK2,-0.042836422,0.055753407,-0.17420008,-0.059223337
EVPLL,-0.100632119,-0.046339081,-0.072116356,-0.059227719
CCS,0.083863443,-0.16317767,0.044668236,-0.059254717
RIMBP3,-0.020947251,-0.016088584,-0.102449686,-0.059269135
OR1D5,0.285197882,-0.068723743,-0.049825812,-0.059274777
FAM104A,0.133803929,-0.01268547,-0.105878834,-0.059282152
YWHAQ,-0.035987448,-0.210358915,0.091780332,-0.059289292
CGB5,0.079731198,-0.011395925,-0.107196708,-0.059296317
ZNF625,0.114166437,-0.189211229,0.070602743,-0.059304243
KRTAP20-3,-0.206428943,-0.114806994,-0.003870262,-0.059338628
ZBTB37,0.122518773,-0.099861329,-0.018891986,-0.059376658
DNALI1,-0.056841785,-0.219894047,0.101057,-0.059418524
SEC22B,-0.207964649,-0.197132861,0.078055864,-0.059538498
CDNF,-0.102366844,-0.05093097,-0.068178982,-0.059554976
HIST2H2AA3,-0.050690367,-0.033245205,-0.085871962,-0.059558584
TBC1D25,0.001206892,0.174698481,-0.294066217,-0.059683868
TSHZ3,0.221757068,0.127181009,-0.246550371,-0.059684681
CD244,0.062676157,0.055663239,-0.175043792,-0.059690277
LIAS,0.191377183,-0.022878785,-0.096590178,-0.059734481
OR2K2,0.195009401,0.056873527,-0.176365844,-0.059746159
REN,0.168462088,-0.022038067,-0.097516495,-0.059777281
PLAUR,0.013122166,-0.046082371,-0.073478669,-0.05978052
TTC17,-0.132776125,-0.153468616,0.033857023,-0.059805796
MAGEB3,-0.044999636,-0.174008166,0.054393516,-0.059807325
FAM173A,0.10250625,-0.181956614,0.062296216,-0.059830199
FAM178B,0.102494813,-0.438677215,0.319006267,-0.059835474
CD274,-0.068913021,-0.293126283,0.173435568,-0.059845357
HMG20A,-0.411903187,-0.218886181,0.099174242,-0.059855969
ZFYVE16,-0.221561426,-0.145685609,0.025908434,-0.059888587
SLC1A1,-0.308749721,0.177902404,-0.297786608,-0.059942102
ALKBH2,-0.00448255,-0.053507674,-0.066384075,-0.059945874
TBX4,-0.203319556,0.114934217,-0.234829555,-0.059947669
GJE1,0.198843737,-0.164769344,0.044802428,-0.059983458
