gene,wang_cd14,wang_cd11b
LOC401052,-0.391018597,0.458983429
LOC403312,-0.301242671,0.062137211
LOC441155,0.311644268,-0.805676555
LOC554223,-0.139656152,-0.333458959
LOC643355,-0.062371004,0.326974707
LOC643802,0.715235618,-0.091248442
LOC645382,-0.557358474,-0.282096933
LOC650293,-0.340953175,-0.655952548
LOC653602,-0.143181187,0.057340936
LOC728392,-1.450341287,-0.844422054
LOC728485,-0.308771267,-0.169179248
LOC729159,0.093971251,-0.327217073
LOC730159,0.197415094,-0.805223137
LOC730183,0.792777657,0.563536623
LOC79999,0.140738661,-0.101492916
LOC81691,-0.047516058,-0.286215643
LOH12CR1,0.39810823,-0.086673222
LONP1,-0.4952714,-0.020949411
LONP2,0.129525193,-0.162873498
LONRF1,-0.063732368,-0.697548094
LONRF2,-0.001804619,0.22649504
LONRF3,-0.702307427,-0.519228474
LOR,-0.770370824,-0.428562098
LOX,0.05323087,-0.194137514
LOXHD1,-0.40551773,-0.114099698
LOXL1,-0.576526673,0.071114419
LOXL2,0.184401774,-0.003658241
LOXL3,0.541870904,0.936737099
LOXL4,-0.22022447,0.196272057
LPA,-0.116119758,-0.292150208
LPAR1,-0.272301881,-0.473253264
LPAR2,0.162569761,0.347800667
LPAR3,-0.155456226,-0.061024551
LPAR4,-0.743425426,0.208408918
LPAR5,-0.082090302,-0.051378468
LPAR6,-0.1571986,-0.437429913
LPCAT1,-0.58917849,0.321320515
LPCAT2,-0.196628226,0.016521719
LPCAT3,-0.217359588,0.247191024
LPCAT4,-0.031819274,0.351993244
LPGAT1,0.118524236,0.343105115
LPIN1,0.183847062,0.360307817
LPIN2,-0.529194064,-0.183349897
LPIN3,0.354352941,-0.228434553
LPL,-0.613236096,-0.449170267
LPO,0.030826029,0.061776327
LPP,0.059383228,0.509794155
LPPR1,-0.030298528,-0.034750917
LPPR2,-0.48276642,-0.009341381
LPPR3,0.854061264,0.164337769
LPPR4,0.202728174,-0.71478368
LPPR5,0.198319399,0.083725127
LPXN,-0.273935576,-0.338463109
LRAT,-1.033823575,0.515741135
LRBA,0.246318081,0.060771332
LRCH1,0.171433746,0.304975013
LRCH2,0.155547857,-0.735022529
LRCH3,0.043255486,0.713210088
LRCH4,-0.459603663,-0.310374978
LRCOL1,0.316875531,0.043786965
LRFN1,0.064984908,-0.763332142
LRFN2,0.347966612,0.232848524
LRFN3,0.54108787,0.261433619
LRFN4,0.258086277,0.683787172
LRFN5,0.252786569,-0.44367155
LRG1,0.15063992,0.352287084
LRGUK,0.244089088,0.146182338
LRIF1,-0.18493723,0.118822988
LRIG1,-0.432537569,-0.876458732
LRIG2,0.574494606,-0.378697175
LRIG3,0.105719398,0.368420438
LRIT1,-0.671174849,-0.329806177
LRIT2,-0.210737996,0.575216239
LRIT3,-0.336264425,-0.228102618
LRMP,-0.011697302,0.073350172
LRP1,0.332677387,0.267504833
LRP10,-0.279913308,-0.449362725
LRP11,-0.304598769,-0.308080279
LRP12,0.396124008,0.450357289
LRP1B,-0.04174031,-0.036553983
LRP2,-0.618151329,0.083201307
LRP2BP,0.521907231,-0.288934902
LRP3,0.281404366,0.402356101
LRP4,-0.047274854,1.077459484
LRP5,-0.297675605,0.243921477
LRP5L,0.277381438,0.298887239
LRP6,0.149495201,-0.188831181
LRP8,0.039230639,-0.303610315
LRPAP1,0.782994486,-0.578077807
LRPPRC,0.186559216,0.069460499
LRR1,1.388667313,0.897149335
LRRC1,-0.260682264,0.289576978
LRRC10,0.034147751,-0.209023294
LRRC10B,-0.23237086,0.2594359
LRRC14,0.303357449,0.473188247
LRRC14B,-0.356006488,-0.379803296
LRRC15,-0.238765091,-0.00781865
LRRC16A,-0.371386548,0.165417364
LRRC16B,-0.09003798,0.044464327
LRRC17,-0.055929431,-0.245698831
LRRC18,0.363248335,0.557551318
LRRC19,0.31656657,-0.320395867
LRRC2,0.238991192,-1.01967493
LRRC20,-0.054858642,0.001272418
LRRC23,-0.151887885,-0.250468852
LRRC24,0.201739153,0.223559755
LRRC25,-0.031222901,-0.476722435
LRRC26,-0.529302406,-0.107847226
LRRC27,-0.210459735,0.07503069
LRRC28,0.269248928,0.563516941
LRRC29,-0.313822504,-0.378099055
LRRC3,-1.42617356,-0.298481255
LRRC30,-0.148739002,0.14162351
LRRC31,0.112629655,0.430815739
LRRC32,0.239840038,-0.016968981
LRRC34,-0.488552533,0.178556067
LRRC36,0.342331639,-0.144305283
LRRC37A,0.486965214,0.192605656
LRRC37A2,-0.215789469,-0.49439526
LRRC37A3,-0.160950286,0.498471441
LRRC37B,-0.252676733,1.012217346
LRRC38,0.425592155,0.209558407
LRRC39,0.044468285,0.454091053
LRRC3B,0.481422375,-0.747435744
LRRC3C,0.288364201,0.025176874
LRRC4,0.203677192,-0.140081574
LRRC40,-0.303600708,0.385280338
LRRC41,0.545468953,0.904768002
LRRC42,0.032018442,0.688862113
LRRC43,0.162449065,0.530977899
LRRC45,-0.635680682,-0.003248613
LRRC46,0.11144765,-0.275832516
LRRC47,-0.589528957,0.389609237
LRRC48,-0.144700426,0.193324914
LRRC49,0.336900822,0.129701031
LRRC4B,0.056997426,-0.162884422
LRRC4C,-0.275176224,0.428736665
LRRC52,0.077860723,0.734233736
LRRC55,0.063708223,-0.508578164
LRRC56,-0.460150457,0.561404392
LRRC57,-0.31142226,-0.640876518
LRRC58,-0.09321512,-0.069777217
LRRC59,-0.17086424,-0.076711559
LRRC6,-0.271823861,-0.426802835
LRRC61,-0.274916233,-0.384404798
LRRC63,0.297409818,0.318127052
LRRC66,-0.200595117,0.447157097
LRRC69,0.025843278,-0.23077491
LRRC7,0.103980989,0.261330158
LRRC70,0.000700931,0.081160567
LRRC71,0.037534903,-0.142040441
LRRC72,-0.099477448,-0.591321352
LRRC73,0.138201623,-0.53541876
LRRC74A,0.044397593,-0.56140071
LRRC74B,-0.126543189,-0.104054444
LRRC75A,0.293730987,0.523736877
LRRC75B,0.125334252,0.146718908
LRRC8A,0.427744168,0.0222261
LRRC8B,-0.252115563,-0.358054376
LRRC8C,0.180513381,0.698855439
LRRC8D,-0.169810965,-0.13986684
LRRC8E,-0.314154386,-0.391113422
LRRCC1,-0.155085928,-0.302002228
LRRD1,0.839399021,-0.062830398
LRRFIP1,-0.417143736,-0.223004938
LRRFIP2,0.361179473,-0.03279739
LRRIQ1,0.11663366,0.742718249
LRRIQ3,-0.212647967,-0.130575061
LRRIQ4,-0.359695698,0.257219737
LRRK1,0.211906743,0.25968374
LRRK2,0.403097541,0.239846616
LRRN1,-0.154054506,-0.36338282
LRRN2,-0.522641937,-0.075961223
LRRN3,0.620176453,0.992657392
LRRN4,0.122082261,0.240734731
LRRN4CL,-0.134019688,0.218935715
LRRTM1,0.41314312,-0.287704331
LRRTM2,-0.146167636,0.103126666
LRRTM3,0.216940874,0.079932233
LRRTM4,0.230519762,0.419768456
LRSAM1,0.314025742,0.266685673
LRTM1,0.697978111,0.749843214
LRTM2,0.185864586,0.190635023
LRTOMT,0.202779257,-0.178657512
LRWD1,0.672235207,-0.489726017
LSAMP,-0.164005133,-0.013996603
LSG1,0.606796832,0.844048036
LSM1,0.062206043,0.123549814
LSM10,0.533489074,0.378827109
LSM11,1.329135572,0.616416997
LSM12,0.121344377,-0.151045332
LSM14A,0.297312113,-0.30342601
LSM14B,0.44687392,0.099363455
LSM2,0.67345271,0.290564753
LSM3,-0.064758916,-0.423293641
LSM4,0.679447381,0.301417436
LSM5,1.127215784,0.219821054
LSM6,0.76589376,0.928537347
LSM7,0.926534941,0.539612344
LSM8,1.069888881,1.12034443
LSMEM1,-0.082886402,-0.918755104
LSMEM2,-0.00445613,-0.275164077
LSP1,0.00460531,-0.219906189
LSR,-0.236764711,-0.07517825
LSS,-0.367555408,-1.090315432
LST1,0.534121025,0.11855328
LTA,0.043430009,-0.134699286
LTA4H,-0.106456173,0.123152687
LTB,-0.221065463,1.241006141
LTB4R,-0.386422295,0.540755554
LTB4R2,-0.512542954,-0.098813127
LTBP1,0.13768302,0.485637961
LTBP2,0.217668226,-0.343588894
LTBP3,0.096046834,0.587757387
LTBP4,-0.318440508,-0.359255137
LTBR,-0.347548186,-0.927801873
LTC4S,0.020320656,0.058551153
LTF,-0.040391422,0.50445537
LTK,0.111769613,-0.42089627
LTN1,-0.206386751,0.075783825
LTV1,-0.363852675,-0.258511034
LUC7L,0.062783199,-0.014454041
LUC7L2,-0.122853545,-0.136241347
LUC7L3,0.493833696,-1.091555865
LUM,-0.241908011,0.188287241
LURAP1,0.151896573,0.124926132
LURAP1L,-0.023602381,-0.11111983
LUZP1,-0.18801162,-0.367928389
LUZP2,-0.600956316,-0.181693604
LUZP4,-0.829606014,-0.810918193
LUZP6,-0.163412029,-0.165848508
LVRN,0.399467649,0.106956412
LXN,0.095384347,0.266233383
LY6D,0.647951705,0.029854297
LY6E,-0.373398958,-0.060014671
LY6G5B,-0.126202281,-0.400009989
LY6G5C,-0.21478222,0.196305193
LY6G6C,-0.005842051,-0.527749429
LY6G6D,-0.610867356,0.001169264
LY6G6F,0.079694287,0.505664341
LY6H,0.137047641,0.124081743
LY6K,-0.129621115,0.205673346
LY75,0.466209787,0.40638679
LY75-CD302,-0.590349264,-1.151174297
LY86,-0.774257649,-0.23460789
LY9,-0.669898974,0.054649524
LY96,0.207742804,-0.753562447
LYAR,0.185025221,-0.274952082
LYG1,0.128673834,-0.282593034
LYG2,-0.041138599,0.049550473
LYL1,-0.011169804,0.953372472
LYN,-0.074462484,0.375899068
LYNX1,0.501471493,-0.355145567
LYPD1,-0.1117552,-0.030790315
LYPD2,-0.274010694,-0.220694061
LYPD3,-0.174352473,0.203349198
LYPD4,0.026047697,0.534442379
LYPD5,0.156431278,-0.138013237
LYPD6,-0.62045864,0.032801624
LYPD6B,-0.258174018,-0.120738148
LYPD8,-0.06836052,-0.103912077
LYPLA1,-0.300198869,-0.087910202
LYPLA2,0.419038915,-0.402600796
LYPLAL1,-0.088040168,0.408157172
LYRM1,-0.130417093,-0.313606557
LYRM2,-0.037673519,0.144091461
LYRM4,-0.163437218,-0.332203892
LYRM5,0.238813712,-0.238544598
LYRM7,-0.543982871,0.701012051
LYRM9,0.015698516,0.184777884
LYSMD1,0.479099403,0.087982141
LYSMD2,-0.392999531,0.357760691
LYSMD3,0.156770063,-0.295480455
LYSMD4,-0.403108144,0.094895865
LYST,-0.276488989,0.094975748
LYVE1,-0.20605442,-0.439189632
LYZ,0.264935151,0.353430924
LYZL1,0.156648809,-0.372451844
LYZL2,-0.07112247,-0.235275605
LYZL4,-0.391249271,0.234160994
LYZL6,0.119644715,0.076288326
LZIC,0.623452782,0.653344801
LZTFL1,0.188045529,-0.314827591
LZTR1,-0.202504331,-1.115724014
LZTS1,-0.204578606,-0.177305934
LZTS2,0.155264174,-0.541465714
LZTS3,0.263003827,0.125593064
M1AP,0.411035114,-0.317917853
M6PR,-1.102136849,0.013783364
MAATS1,0.309477554,-0.26311599
MAB21L1,-0.17565811,0.14007345
MAB21L2,-0.417458784,0.178189021
MAB21L3,0.260676855,0.061434836
MACC1,0.292955835,-0.06303235
MACF1,-0.323110849,-0.501612457
MACROD1,0.175594642,0.366273178
MACROD2,-0.08671623,0.157471844
MAD1L1,0.374926659,0.678424368
MAD2L1,0.574929778,0.010214468
MAD2L1BP,-0.210719766,-0.199499338
MAD2L2,0.131076534,-0.57018846
MADCAM1,0.448160212,-0.033992129
MADD,-0.233559709,0.659026897
MAEA,0.095192915,0.432849442
MAEL,-0.313089742,0.424882836
MAF,-0.005595888,-0.038667903
MAF1,-0.292949525,0.864148729
MAFA,0.067698594,0.520868275
MAFB,-0.722527268,-0.479676541
MAFF,-0.167689563,0.111195657
MAFG,-0.471223099,-0.358760587
MAFK,-0.121181385,0.797662088
MAG,-0.087009679,0.53163504
MAGEA1,0.026869403,-0.056969026
MAGEA10,0.268593985,-0.150051437
MAGEA10-MAGEA5,0.596485938,0.126559044
MAGEA11,-0.310355127,0.563738143
MAGEA12,0.298590215,-0.434912245
MAGEA2,0.371871546,0.177741285
MAGEA2B,-0.520632407,-0.266522171
MAGEA3,-0.134980599,-0.304612951
MAGEA4,0.11083085,-0.766971376
MAGEA5,0.281648814,-0.379336531
MAGEA6,0.481213621,0.192549187
MAGEA8,-0.368354366,-0.208107272
MAGEA9,0.415930469,0.572772595
MAGEA9B,-0.037382412,0.165541855
MAGEB1,-0.498120998,0.23674064
MAGEB10,-0.475479585,-0.086585917
MAGEB16,-0.166396492,0.204042582
MAGEB17,-0.448529815,0.04181559
MAGEB18,-0.127073011,-0.218552658
MAGEB2,-0.8524451,0.677568052
MAGEB3,0.066978389,0.296264779
MAGEB4,-0.390382307,0.033373636
MAGEB5,-0.563538958,0.018706079
MAGEB6,0.478174687,0.226253492
MAGEC1,0.236980481,0.277062486
MAGEC2,0.115975925,0.016464032
MAGEC3,-0.153595923,-0.193827691
MAGED1,0.260533652,-0.215746982
MAGED2,0.449119035,0.217302952
MAGED4,-0.075878353,0.524388979
MAGED4B,-0.875294733,-0.456457038
MAGEE1,0.075875946,0.222120833
MAGEE2,-0.269743816,0.220971812
MAGEF1,-0.700758422,0.523733284
MAGEH1,-0.060481508,-0.131790406
MAGEL2,0.342789461,-0.185151291
MAGI1,-0.106610519,-0.418292016
MAGI2,-0.060689567,-0.365195064
MAGI3,0.067599699,-0.092691261
MAGIX,-0.160373312,-0.279207764
MAGOH,0.35377168,-0.022043174
MAGOHB,-0.565966372,-0.974581572
MAGT1,-0.235213809,0.229734347
MAK,-0.149236621,-0.061238841
MAK16,0.331177697,1.231029643
MAL,-0.854017998,-0.316882066
MAL2,0.345228442,-0.146938567
MALL,-0.115331901,-1.09141183
MALRD1,0.232689503,-0.367692933
MALSU1,-0.513375747,0.026179773
MALT1,-0.36924914,-0.21745181
MAMDC2,-0.029310868,1.099120688
MAMDC4,0.169186075,0.214807523
MAML1,-0.356407366,-0.283655516
MAML2,-0.200571004,0.631943278
MAML3,-0.457643671,-0.070708455
MAMLD1,0.080687841,-0.241139137
MAMSTR,0.193142453,-0.216465181
MAN1A1,0.608569887,-0.554156597
MAN1A2,0.431120137,-0.062163086
MAN1B1,-1.190011191,-0.612163058
MAN1C1,-0.325778398,0.019172891
MAN2A1,0.058695086,-0.030661427
MAN2A2,-0.195200083,-0.136675123
MAN2B1,-0.03688524,-0.032947904
MAN2B2,0.308743262,-0.063780589
MAN2C1,0.151469232,0.011854956
MANBA,0.109272732,-0.297686823
MANBAL,0.362297357,0.027606398
MANEA,-0.109364692,-0.432898381
MANEAL,-0.22011989,0.708783912
MANF,0.525158913,-0.98006889
MANSC1,-0.090549459,0.026511549
MANSC4,0.159552613,0.064113033
MAOA,0.158085157,-0.201788863
MAOB,-0.863557668,-0.191464244
MAP10,-0.241565728,0.800116542
MAP1A,-0.4845342,0.456425553
MAP1B,0.163314116,0.219027735
MAP1LC3A,-0.225002647,0.353059464
MAP1LC3B,-0.266412428,-0.719068665
MAP1LC3B2,-0.223536518,0.149380406
MAP1LC3C,-0.467123179,-0.418213223
MAP1S,-0.217173577,-0.489752653
MAP2,-0.072514927,0.168360524
MAP2K1,0.265743224,-0.589751092
MAP2K2,-0.50009108,0.786758543
MAP2K3,-0.440828947,0.099822071
MAP2K4,-0.435114356,-0.272934191
MAP2K5,-0.342451638,-0.186355707
MAP2K6,-1.05003979,0.289377871
MAP2K7,-0.08260696,-0.826823511
MAP3K1,-0.089568884,0.577488659
MAP3K10,-0.152717639,0.228935547
MAP3K11,0.555024498,0.262377606
MAP3K12,-0.482491601,0.54149488
MAP3K13,0.086327882,0.047461541
MAP3K14,-0.277463125,0.097985129
MAP3K15,0.373588796,-0.087535495
MAP3K19,-0.277129132,-0.383663022
MAP3K2,-0.147131824,-1.069918748
MAP3K3,-0.092683798,-0.328867942
MAP3K4,-0.269375302,0.049554147
MAP3K5,-0.16020301,0.237770054
MAP3K6,0.017332956,-0.715032879
MAP3K7,-0.474602428,-0.370047007
MAP3K7CL,-0.277435355,0.01068522
MAP3K8,-0.202192276,-0.18917788
MAP3K9,0.440675871,0.051705899
MAP4,-0.204037718,-1.060691426
MAP4K1,0.120623073,-0.262451124
MAP4K2,-0.172204566,-0.398559006
MAP4K3,-0.331544086,0.031178433
MAP4K4,0.166675057,-0.129204762
MAP4K5,-0.04304756,0.395544423
MAP6,0.413241426,-0.051958701
MAP6D1,0.051504473,-0.304021572
MAP7,-0.196562401,-0.476211016
MAP7D1,0.306229039,-0.573378077
MAP7D2,0.28471681,-0.51608972
MAP7D3,-0.389884545,0.029312731
MAP9,-0.268971869,0.110773343
MAPK1,0.690114216,1.043236652
MAPK10,0.192941239,0.346547325
MAPK11,-0.515060207,0.743797905
MAPK12,0.468802384,-0.711421624
MAPK13,-0.225777178,0.561951892
MAPK14,-0.311603341,1.338025329
MAPK15,-0.039976206,0.753828542
MAPK1IP1L,-0.761988756,0.317545084
MAPK3,-0.486687954,0.371500616
MAPK4,-0.034824755,-0.298106004
MAPK6,0.372837651,-0.3015757
MAPK7,-1.082779433,-0.529309774
MAPK8,0.257718833,-0.341726823
MAPK8IP1,-0.066122574,0.307619607
MAPK8IP2,-0.537313446,-0.246143817
MAPK8IP3,-0.173863779,0.133236308
MAPK9,-0.097392553,-0.177874885
MAPKAP1,0.190648685,-0.39012815
MAPKAPK2,-0.186163275,0.230709907
MAPKAPK3,-0.324627865,-0.151563337
MAPKAPK5,0.324293076,0.064255838
MAPKBP1,-0.324029531,0.085199395
MAPRE1,0.412517288,0.298731867
MAPRE2,-0.465029794,-0.062737306
MAPRE3,0.343948362,0.084677309
MAPT,-0.013472153,-0.093448188
MARC1,-0.435162066,0.277455205
MARC2,0.164074972,-0.370450352
MARCH1,-0.435162066,0.277455205
MARCH10,-0.081493485,-0.532211745
MARCH11,0.109454415,-0.181571628
MARCH2,0.164074972,-0.370450352
MARCH3,-0.072793932,0.309841178
MARCH4,-0.087862857,0.116910748
MARCH5,-1.276834649,-0.088821027
MARCH6,-0.728294806,0.249809104
MARCH7,0.076100453,-0.200239071
MARCH8,-0.358094146,0.315173955
MARCH9,-0.027800218,0.314792526
MARCKS,-0.175516733,0.727531926
MARCKSL1,-0.131201954,0.693702569
MARCO,0.337348409,-0.473338995
MARK1,-0.00139995,0.657061011
MARK2,0.171387297,0.013853312
MARK3,0.15120873,-0.441411297
MARK4,0.223894677,-0.047429281
MARS,-0.911015457,0.721484224
MARS2,0.791420098,-0.114451427
MARVELD1,-0.16794468,-0.228630632
MARVELD2,0.07948512,0.561282428
MARVELD3,0.206265348,-0.086829902
MAS1,-0.421308751,0.084843545
MAS1L,-0.133994769,0.495914886
MASP1,-0.24476253,-0.26118333
MASP2,-0.550991293,-0.50509831
MAST1,-0.038211712,-0.184803221
MAST2,0.008653158,-0.54815242
MAST3,0.343689004,0.157662231
MAST4,0.857821867,-0.122075983
MASTL,-0.027295449,0.625557917
MAT1A,-0.19329713,-0.192401827
MAT2A,1.387909587,-0.076832475
MAT2B,-0.70286627,-0.555252546
MATK,0.004581383,0.154644704
MATN1,-0.452947299,0.824602281
MATN2,-0.004417191,-0.49983042
MATN3,0.2277854,0.531177441
MATN4,-0.463662288,-0.307576149
MATR3,0.143145525,0.095254413
MAU2,0.408368545,0.171048758
MAVS,0.101982833,0.63420373
MAX,0.174142605,-0.447541573
MAZ,-0.519609894,0.555521999
MB,-1.121995524,0.318683726
MB21D1,0.132244318,0.073221046
MB21D2,0.131297585,-0.258401837
MBD1,0.245785799,0.835516296
MBD2,-0.025594902,1.01569788
MBD3,-0.388578438,-0.617482431
MBD3L1,0.046367542,-0.10795869
MBD3L2,0.371982433,-0.687858339
MBD3L3,0.193140532,0.146656256
MBD3L4,0.691002399,0.527900184
MBD3L5,0.452293604,1.1510243
MBD4,0.21891745,0.138342115
MBD5,0.128510712,-0.575561095
MBD6,-0.255890423,1.355407639
MBIP,-0.375033111,-0.307067866
MBL2,-0.23019472,-0.15211933
MBLAC1,0.374099514,-0.238411959
MBLAC2,-0.208112769,0.310692692
MBNL1,-0.248159251,0.208631233
MBNL2,-0.335115989,-0.205699454
MBNL3,0.252097159,-0.32529407
MBOAT1,-0.344546007,-0.109520996
MBOAT2,0.498832252,0.674326486
MBOAT4,-0.530172003,0.411258577
MBOAT7,0.175231141,0.252791212
MBP,0.003815902,0.475996792
MBTD1,-0.452869382,-1.146752527
MBTPS1,1.089721819,-0.549083065
MBTPS2,-0.485348454,-1.42628373
MC1R,-0.325874929,-0.560484953
MC2R,-0.240723882,0.379301922
MC3R,0.673318001,-0.055793113
MC4R,-0.496214715,0.171778127
MC5R,-0.066197562,-0.161421573
MCAM,-0.072447795,-0.47836872
MCAT,-0.202360081,-0.033278456
MCC,-0.185761923,-0.002235896
MCCC1,-0.247402159,-0.553204597
MCCC2,0.104624977,-0.086373373
MCCD1,-0.121626564,0.047998959
MCEE,-0.574398485,-0.325868701
MCEMP1,0.360708263,-0.042187411
MCF2,-0.178303139,-0.195452308
MCF2L,-0.030621531,-0.45657135
MCF2L2,0.049979349,0.056169534
MCFD2,0.405423554,-0.063401324
MCHR1,0.264862977,-0.281377793
MCHR2,-1.100281711,0.994310732
MCIDAS,-0.008477182,-0.29364586
MCL1,0.160149331,-0.380875607
MCM10,0.72187295,-0.141021918
MCM2,0.85565368,0.436897401
MCM3,0.707026582,0.343350584
MCM3AP,0.690015844,0.372437365
MCM4,0.245701081,-0.279219468
MCM5,-0.030713636,0.500198329
MCM6,0.540267929,1.096203475
MCM7,-0.25755139,1.138659
MCM8,0.314221136,0.299002225
MCM9,-0.116146142,0.257886333
MCMBP,0.765097665,1.158210726
MCMDC2,-0.120871963,0.636009381
MCOLN1,0.26462335,-0.742132283
MCOLN2,-0.426581798,0.177862992
MCOLN3,-0.534956381,0.408369822
MCPH1,-0.201038147,-0.064943111
MCRS1,0.490063176,-0.401437743
MCTP1,0.213458295,0.502614888
MCTP2,-0.32972259,0.520781674
MCTS1,-0.677542263,0.658076336
MCU,-0.079151334,-0.465735874
MCUR1,0.607373662,-0.449462095
MDC1,0.136287061,0.258497921
MDFI,0.28671852,-0.379340649
MDFIC,-0.276704112,-0.249347633
MDGA1,-0.255520219,-0.179980248
MDGA2,-0.475945017,-0.008376215
MDH1,0.33264125,-0.033089959
MDH1B,-0.310366897,-0.457583656
MDH2,0.706391948,0.242601042
MDK,0.107514579,0.232591059
MDM1,-0.080024001,-0.431510034
MDM2,0.305925841,0.598264902
MDM4,0.403310584,0.588061364
MDN1,0.268583021,0.137762327
MDP1,-0.372450964,0.307367411
ME1,-0.35251073,0.422250903
ME2,-0.024039994,-0.553715521
ME3,-0.328654521,-0.07512537
MEA1,-0.18420348,0.014639775
MEAF6,1.351291111,1.359467192
MECOM,-0.206599095,-0.04900177
MECP2,-0.627271888,-0.886504899
MECR,-0.172178963,-0.153340897
MED1,0.12460819,0.712035669
MED10,1.94198758,0.971124949
MED11,2.388480837,1.731417464
MED12,2.328241805,0.856232315
MED12L,-0.04380671,0.055240749
MED13,0.318519295,-0.126127163
MED13L,-0.347132569,2.938232909
MED14,2.072514097,1.163359132
MED14OS,0.42705461,0.777680696
MED15,1.069587846,0.842944963
MED16,0.99218076,1.907991454
MED17,0.732628938,0.905987613
MED18,1.498649492,1.19886834
MED19,1.223117449,1.429475255
MED21,2.015453785,2.101719467
MED22,1.192618436,1.084942765
MED23,1.170573863,1.435118332
MED24,0.948805184,1.101421599
MED25,0.617044331,1.228791527
MED26,1.300261515,1.2672708
MED27,1.224733092,1.389147384
MED28,1.650383181,0.696026367
MED29,1.945881624,0.776666948
MED30,1.682682574,0.499533024
MED31,1.860444164,1.049572227
MED4,1.367184091,0.845160643
MED6,1.726666456,2.303466196
MED7,1.420450523,1.686064044
MED8,2.299424721,1.790632061
MED9,1.348575762,1.462770148
MEDAG,-0.534620201,-0.021313308
MEF2A,0.515494254,-0.076567745
MEF2B,0.194838039,0.303510686
MEF2BNB,0.037720462,0.235645975
MEF2BNB-MEF2B,-0.042492474,-0.019670443
MEF2C,0.262614237,-0.261770535
MEF2D,-0.361805121,-0.364106471
MEFV,0.082659931,0.116639226
MEGF10,-0.616802219,-0.418195747
MEGF11,0.516851918,0.3500088
MEGF6,-0.581082889,0.224351187
MEGF8,-0.079142217,0.118171118
MEGF9,0.220159312,0.317378246
MEI1,-0.971331788,0.934185942
MEI4,-0.178451674,0.652576455
MEIG1,0.312415482,0.600446231
MEIKIN,0.218809983,0.326373185
MEIOB,0.141914226,-0.357885518
MEIS1,-0.367203096,-0.880269546
MEIS2,0.196251812,1.475428414
MEIS3,-0.058253635,0.453391299
MELK,-0.036648044,-0.050736988
MEMO1,0.310024653,-0.281749785
MEN1,2.441202195,0.675875291
MEOX1,0.158596865,0.046572055
MEOX2,-0.425958272,-3.88218E-05
MEP1A,-0.276795046,0.357664329
MEP1B,0.069410277,0.31944305
MEPCE,0.505264561,0.060947694
MEPE,-0.338433445,0.818156969
MERTK,-0.342593958,0.0813419
MESDC1,0.455433614,1.338096274
MESDC2,-0.209133552,-3.067799212
MESP1,0.18729733,0.095381707
MESP2,0.173379464,0.022489198
MEST,-0.109360608,0.230925405
MET,-0.145378491,-0.429344778
METAP1,-0.100586981,0.085416758
METAP1D,-0.294114984,-0.540146848
METAP2,-0.381851922,0.001878448
METRN,0.074819702,0.683905337
METRNL,0.130912049,0.872953275
METTL1,-0.271199752,0.512709032
METTL10,-0.077552339,0.515576076
METTL11B,0.376174319,0.320480072
METTL12,-0.056353774,0.941758788
METTL13,-0.281962114,-0.398348554
METTL14,-0.416541843,-0.690070623
METTL15,-0.550154723,0.373493986
METTL16,0.950256861,0.534643891
METTL17,0.29071411,-0.222172448
METTL18,0.112847416,-0.428927251
METTL20,0.168918294,0.067114792
METTL21A,-0.314801043,-0.179983538
METTL21B,0.049507244,0.273442145
METTL21C,0.116145368,-0.516096659
METTL22,0.315015679,-0.196819976
METTL23,-0.452616402,0.258829348
METTL24,-0.65698705,-0.117816173
METTL25,-0.645828806,-0.418078516
METTL2A,-0.362001675,-0.520087889
METTL2B,0.697308116,0.019492286
METTL3,0.333614086,-0.019572951
METTL4,0.052244759,-0.062610505
METTL5,0.660833235,0.089652267
METTL6,-0.222063562,-0.238161651
METTL7A,-0.309404871,-0.243016619
METTL7B,-0.058198904,-0.001809632
METTL8,0.062032244,0.369828733
METTL9,-0.019098157,0.988294427
MEX3A,0.008887332,0.519373231
MEX3B,0.301180111,-0.015338572
MEX3C,0.236237225,0.264495356
MEX3D,-0.029803806,-0.280943131
MFAP1,1.285894585,0.934418451
MFAP2,-0.163310628,0.092821048
MFAP3,-0.652268989,0.362428957
MFAP3L,0.111301441,0.125197632
MFAP4,0.433713096,-0.036548405
MFAP5,0.074048748,0.017147754
MFF,0.426426332,-0.387192864
MFGE8,-0.140856805,0.242837882
MFHAS1,0.250823714,0.147194997
MFI2,-0.011284657,-0.240986449
MFN1,0.135180698,-0.252772474
MFN2,-0.243952343,0.476371345
MFNG,-0.307081502,-0.158147225
MFRP,0.07108731,-0.511445405
MFSD1,-0.62144285,0.31188869
MFSD10,-0.233901627,-0.194060574
MFSD11,0.089931925,-0.275380201
MFSD12,-1.468175162,-0.107699856
MFSD2A,0.860970002,1.854918909
MFSD2B,-0.764034437,-0.135909516
MFSD3,-1.291007777,0.92413001
MFSD4,-0.523337257,0.289499062
MFSD5,0.116728152,0.471523328
MFSD6,-0.461228549,-0.239893247
MFSD6L,0.282577937,-0.010396557
MFSD7,-0.516277261,-0.093648762
MFSD8,-0.778613129,-0.231596641
MFSD9,0.151553058,0.085779536
MGA,-0.499093379,0.345959802
MGAM,-0.097802153,0.018976149
MGAM2,0.22939822,0.001634728
MGARP,0.132760396,-0.887173364
MGAT1,-0.857308985,-0.109778531
