_MEMBER_MyList,_LogP_MyList,GO,_PATTERN_,_RANK_,GiniIndex,Category,CategoryID,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),EvidenceCutoff,GROUP_ID,FirstInGroupByEnrichment,FirstInGroupByLogP,BestLogPInGroup,BestEnrichmentInGroup,URL
1,-38.46719750777772,R-HSA-6790901,M1,1,0,Reactome Gene Sets,6,rRNA modification in the nucleus and cytosol,,-38.46719750777772,30.73777049180328,30.144251310545798,30242,61,500,31,6.2,1.0784804124322331,1736|4839|8602|9136|9277|9790|10171|10199|10607|10813|10885|11103|22984|25926|27042|27292|27340|51077|51118|54433|55272|55505|55651|55813|57050|57647|65083|84128|84916|92856|114049,DKC1|NOP2|NOP14|RRP9|WDR46|BMS1|RCL1|MPHOSPH10|TBL3|UTP14A|WDR3|KRR1|PDCD11|NOL11|UTP25|DIMT1|UTP20|FCF1|UTP11|GAR1|IMP3|NOP10|NHP2|UTP6|UTP3|DHX37|NOL6|WDR75|UTP4|IMP4|BUD23,-35.185482537750424,0,1,0,0,-87.85486260112484,30.73777049180328,
1,-33.66632685700829,GO:0042274,M1,1,0,GO Biological Processes,19,ribosomal small subunit biogenesis,19_GO:0009987 cellular process,-33.66632685700829,24.856438356164382,26.459678953132194,30242,73,500,30,6.0,1.06207344378814,705|4869|6202|6218|6232|6234|6838|8602|9277|9790|10171|10607|10799|10885|11157|23212|25926|26284|27042|27340|55781|55813|57050|57647|64745|64963|83732|84916|84946|153443,BYSL|NPM1|RPS8|RPS17|RPS27|RPS28|SURF6|NOP14|WDR46|BMS1|RCL1|TBL3|RPP40|WDR3|LSM6|RRS1|NOL11|ERAL1|UTP25|UTP20|RIOK2|UTP6|UTP3|DHX37|METTL17|MRPS11|RIOK1|UTP4|LTV1|SRFBP1,-30.45155867661161,0,1,0,0,-87.85486260112484,30.73777049180328,
1,-28.24666795038704,ko03008,M1,1,0,KEGG Pathway,24,Ribosome biogenesis in eukaryotes,,-28.24666795038704,17.447307692307692,21.78473413877649,30242,104,500,30,6.0,1.06207344378814,1736|3692|4931|7514|9790|10171|10199|10556|10607|10799|10813|10885|23195|29889|51068|51077|51367|54433|54552|55272|55505|55651|55781|55813|65083|83732|84128|84916|92856|138716,DKC1|EIF6|NVL|XPO1|BMS1|RCL1|MPHOSPH10|RPP30|TBL3|RPP40|UTP14A|WDR3|MDN1|GNL2|NMD3|FCF1|POP5|GAR1|GNL3L|IMP3|NOP10|NHP2|RIOK2|UTP6|NOL6|RIOK1|WDR75|UTP4|IMP4|RPP25L,-25.089891716968044,0,1,0,0,-87.85486260112484,30.73777049180328,
1,-27.342371055167877,GO:0030490,M1,1,0,GO Biological Processes,19,maturation of SSU-rRNA,19_GO:0008152 metabolic process,-27.342371055167877,27.82264,24.61152774694058,30242,50,500,23,4.6,0.936845771725528,705|6202|6234|8602|9277|9790|10171|10607|10799|10885|11157|23212|25926|27042|27340|55781|55813|57050|57647|64963|83732|84916|153443,BYSL|RPS8|RPS28|NOP14|WDR46|BMS1|RCL1|TBL3|RPP40|WDR3|LSM6|RRS1|NOL11|UTP25|UTP20|RIOK2|UTP6|UTP3|DHX37|MRPS11|RIOK1|UTP4|SRFBP1,-24.21192376047123,0,1,0,0,-87.85486260112484,30.73777049180328,
1,-26.550700942887577,hsa03008,M1,1,0,KEGG Pathway,24,Ribosome biogenesis in eukaryotes,,-26.550700942887577,15.50871794871795,20.38714598443238,30242,117,500,30,6.0,1.06207344378814,1736|3692|4931|7514|9790|10171|10199|10556|10607|10799|10813|10885|23195|29889|51068|51077|51367|54433|54552|55272|55505|55651|55781|55813|65083|83732|84128|84916|92856|138716,DKC1|EIF6|NVL|XPO1|BMS1|RCL1|MPHOSPH10|RPP30|TBL3|RPP40|UTP14A|WDR3|MDN1|GNL2|NMD3|FCF1|POP5|GAR1|GNL3L|IMP3|NOP10|NHP2|RIOK2|UTP6|NOL6|RIOK1|WDR75|UTP4|IMP4|RPP25L,-23.468558327765486,0,1,0,0,-87.85486260112484,30.73777049180328,
1,-18.638539038411068,GO:0000462,M1,1,0,GO Biological Processes,19,"maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",19_GO:0008152 metabolic process,-18.638539038411068,26.155243243243245,19.85125438947482,30242,37,500,16,3.2,0.7870959280799261,705|6202|8602|9277|9790|10171|10607|10799|23212|27042|27340|55813|57050|57647|64963|84916,BYSL|RPS8|NOP14|WDR46|BMS1|RCL1|TBL3|RPP40|RRS1|UTP25|UTP20|UTP6|UTP3|DHX37|MRPS11|UTP4,-15.949740680271864,0,1,0,0,-87.85486260112484,30.73777049180328,
1,-43.82616088267223,R-HSA-1640170,M1,1,0,Reactome Gene Sets,6,Cell Cycle,,-43.82616088267223,7.09002026049204,20.997600172498093,30242,691,500,81,16.2,1.6477621187537963,896|902|1017|1022|1062|1639|1736|1778|1781|1869|2033|3837|4171|4172|4173|4174|4193|4194|4609|4869|4928|4999|5001|5424|5425|5557|5558|5682|5685|5688|5693|5695|5709|5710|5883|5888|5889|5932|5983|5984|5985|6117|6232|6241|7027|7283|7324|7514|8243|8317|8480|9837|10714|11200|11243|11258|23354|23636|23649|27229|51143|51433|54433|55142|55505|55651|63967|64682|64785|65057|79003|79441|79648|80152|84296|114791|115106|144715|220134|644186|100527963,CCND3|CCNH|CDK2|CDK7|CENPE|DCTN1|DKC1|DYNC1H1|DYNC1I2|E2F1|EP300|KPNB1|MCM2|MCM3|MCM4|MCM5|MDM2|MDM4|MYC|NPM1|NUP98|ORC2|ORC5|POLD1|POLD2|PRIM1|PRIM2|PSMA1|PSMA4|PSMA7|PSMB5|PSMB7|PSMD3|PSMD4|RAD9A|RAD51|RAD51C|RBBP8|RFC3|RFC4|RFC5|RPA1|RPS27|RRM2|TFDP1|TUBG1|UBE2E1|XPO1|SMC1A|CDC7|RAE1|GINS1|POLD3|CHEK2|PMF1|DCTN3|HAUS5|NUP62|POLA2|TUBGCP4|DYNC1LI1|ANAPC5|GAR1|HAUS2|NOP10|NHP2|CLSPN|ANAPC1|GINS3|ACD|MIS12|HAUS3|MCPH1|CENPT|GINS4|TUBGCP5|HAUS1|RAD9B|SKA1|SYCE3|PMF1-BGLAP,-40.50665735175553,0,2,1,1,-43.82616088267223,25.201666666666668,
1,-34.72569966619756,R-HSA-69278,M1,1,0,Reactome Gene Sets,6,"Cell Cycle, Mitotic",,-34.72569966619756,7.020464285714286,18.645559042856075,30242,560,500,65,13.0,1.5039946808416578,896|902|1017|1022|1062|1639|1778|1781|1869|2033|3837|4171|4172|4173|4174|4609|4928|4999|5001|5424|5425|5557|5558|5682|5685|5688|5693|5695|5709|5710|5983|5984|5985|6117|6232|6241|7027|7283|7324|7514|8243|8317|8480|9837|10714|11243|11258|23354|23636|23649|27229|51143|51433|55142|64682|64785|79003|79441|79648|80152|84296|114791|115106|220134|100527963,CCND3|CCNH|CDK2|CDK7|CENPE|DCTN1|DYNC1H1|DYNC1I2|E2F1|EP300|KPNB1|MCM2|MCM3|MCM4|MCM5|MYC|NUP98|ORC2|ORC5|POLD1|POLD2|PRIM1|PRIM2|PSMA1|PSMA4|PSMA7|PSMB5|PSMB7|PSMD3|PSMD4|RFC3|RFC4|RFC5|RPA1|RPS27|RRM2|TFDP1|TUBG1|UBE2E1|XPO1|SMC1A|CDC7|RAE1|GINS1|POLD3|PMF1|DCTN3|HAUS5|NUP62|POLA2|TUBGCP4|DYNC1LI1|ANAPC5|HAUS2|ANAPC1|GINS3|MIS12|HAUS3|MCPH1|CENPT|GINS4|TUBGCP5|HAUS1|SKA1|PMF1-BGLAP,-31.47874680242948,0,2,0,0,-43.82616088267223,25.201666666666668,
1,-29.474235131964072,R-HSA-69242,M1,1,0,Reactome Gene Sets,6,S Phase,,-29.474235131964072,13.524372670807455,20.659546148375405,30242,161,500,36,7.2,1.1559930795640603,902|1017|1022|1869|4171|4172|4173|4174|4609|4999|5001|5424|5425|5557|5558|5682|5685|5688|5693|5695|5709|5710|5983|5984|5985|6117|7027|7324|8243|9837|10714|23649|51433|64682|64785|84296,CCNH|CDK2|CDK7|E2F1|MCM2|MCM3|MCM4|MCM5|MYC|ORC2|ORC5|POLD1|POLD2|PRIM1|PRIM2|PSMA1|PSMA4|PSMA7|PSMB5|PSMB7|PSMD3|PSMD4|RFC3|RFC4|RFC5|RPA1|TFDP1|UBE2E1|SMC1A|GINS1|POLD3|POLA2|ANAPC5|ANAPC1|GINS3|GINS4,-26.289430174944833,0,2,0,0,-43.82616088267223,25.201666666666668,
1,-26.310338544542137,R-HSA-69239,M1,1,0,Reactome Gene Sets,6,Synthesis of DNA,,-26.310338544542137,15.248067226890756,20.19195255067012,30242,119,500,30,6.0,1.06207344378814,1017|4171|4172|4173|4174|4999|5001|5424|5425|5557|5558|5682|5685|5688|5693|5695|5709|5710|5983|5984|5985|6117|7324|9837|10714|23649|51433|64682|64785|84296,CDK2|MCM2|MCM3|MCM4|MCM5|ORC2|ORC5|POLD1|POLD2|PRIM1|PRIM2|PSMA1|PSMA4|PSMA7|PSMB5|PSMB7|PSMD3|PSMD4|RFC3|RFC4|RFC5|RPA1|UBE2E1|GINS1|POLD3|POLA2|ANAPC5|ANAPC1|GINS3|GINS4,-23.2504723241312,0,2,0,0,-43.82616088267223,25.201666666666668,
1,-23.309811777319315,R-HSA-69306,M1,1,0,Reactome Gene Sets,6,DNA Replication,,-23.309811777319315,10.505115789473685,17.041017158291982,30242,190,500,33,6.6,1.1103512957618413,1017|1869|3837|4171|4172|4173|4174|4999|5001|5424|5425|5557|5558|5682|5685|5688|5693|5695|5709|5710|5983|5984|5985|6117|7324|8317|9837|10714|23649|51433|64682|64785|84296,CDK2|E2F1|KPNB1|MCM2|MCM3|MCM4|MCM5|ORC2|ORC5|POLD1|POLD2|PRIM1|PRIM2|PSMA1|PSMA4|PSMA7|PSMB5|PSMB7|PSMD3|PSMD4|RFC3|RFC4|RFC5|RPA1|UBE2E1|CDC7|GINS1|POLD3|POLA2|ANAPC5|ANAPC1|GINS3|GINS4,-20.380279325403382,0,2,0,0,-43.82616088267223,25.201666666666668,
1,-18.91039991027293,R-HSA-69206,M1,1,0,Reactome Gene Sets,6,G1/S Transition,,-18.91039991027293,11.631538461538463,15.75055935180451,30242,130,500,25,5.0,0.9746794344808964,902|1017|1022|1869|4171|4172|4173|4174|4609|4999|5001|5557|5558|5682|5685|5688|5693|5695|5709|5710|6117|6241|7027|8317|23649,CCNH|CDK2|CDK7|E2F1|MCM2|MCM3|MCM4|MCM5|MYC|ORC2|ORC5|PRIM1|PRIM2|PSMA1|PSMA4|PSMA7|PSMB5|PSMB7|PSMD3|PSMD4|RPA1|RRM2|TFDP1|CDC7|POLA2,-16.17275298459591,0,2,0,0,-43.82616088267223,25.201666666666668,
